"Australia" "Belgium" "Bulgaria" "Canada" "Chile" "Colombia" "Croatia" "Czechia" "Estonia" "Finland" "France" "Germany" "Greece" "Hungary" "Ireland" "Italy" "Japan" "Korea" "Latvia" "Lithuania" "Luxembourg" "Malta" "Mexico" "Netherlands" "New Zealand" "Poland" "Portugal" "Romania" "Slovak Republic" "Slovenia" "Spain" "Switzerland" "Türkiye" "United Kingdom"
"Australia" 0 1.11031206301783 2.23895696875063 0.57865102101903 2.97453014968516 3.05886864337645 1.66612596115496 1.44621000473185 0.828258362653922 0.982468668912774 1.12396615794953 0.642308669332699 4.47704803637254 1.60156465419517 2.41543470301607 2.04247683808621 1.39342267281826 4.06047082765453 1.11286336747304 0.636639005024945 3.33289747452492 3.93045899791224 1.93111781267052 1.45853424171774 0.465226336058074 2.11020201486572 1.21855860382053 1.96828722061971 1.55079244480214 1.3641754736078 2.67592738097431 1.90698573406205 4.81819418299971 1.15855754036226
"Belgium" 1.11031206301783 0 2.25839111150732 1.41223059567759 2.46852279820128 2.20074200979411 1.47403798253218 1.93610731502141 1.89809113643092 1.54856948703833 0.672288924536189 0.975996214714901 3.38224956639125 1.71097666304574 2.92505743238379 1.01705752782788 1.76201947387902 3.68225495187755 1.33543648595412 1.15449268121161 3.69479102922537 3.68798490165829 2.01191863634219 1.6899438212188 1.50499983060453 2.14386922687503 1.13126851045217 1.78627350451691 1.57287435018948 1.51303861738949 1.71618808283844 1.91759297055389 3.85129836193619 1.50211864959311
"Bulgaria" 2.23895696875063 2.25839111150732 0 2.58014129918245 1.32864779416586 2.80743267086066 0.93570141469161 1.28536995391187 2.49168304489561 2.82079429372451 2.2315234612667 2.27770039004486 4.72506149391924 0.731986702168103 4.05170183056256 2.51294301702914 1.85725852814713 3.08667484340779 1.24535421196961 1.71483239830962 4.92866767147279 4.45676669359986 1.10364459776971 2.53687853820624 2.31039229453362 0.574379227590941 2.51866138957981 1.84766020796297 1.5404058769885 1.04645346509985 3.5593990147216 3.50579664950633 4.05143425266739 2.27306489219058
"Canada" 0.57865102101903 1.41223059567759 2.58014129918245 0 3.35915887729837 3.28510230567549 1.95131899288889 1.89824953207252 0.670819266335738 0.465866422516149 1.17304346028538 1.18164321054547 4.66002607226775 1.88381164537145 2.50236616944333 2.39739984164581 1.88624250895662 4.61955651516283 1.45429895520609 0.951496007528274 3.45431873889013 4.33881500012099 2.2524138860791 1.95881556786887 0.552458512381329 2.54990754435404 1.35807069111953 2.44378016655643 2.03123766150454 1.76583454732236 2.70931676162994 2.27311396145363 5.21720111515039 1.57974797014127
"Chile" 2.97453014968516 2.46852279820128 1.32864779416586 3.35915887729837 0 2.35403878901954 1.4752049796699 2.29748453031123 3.47563529627777 3.5306978123526 2.58741321686284 2.82138544034903 3.90455965791368 1.73476167303586 4.59686249019404 2.23897137228679 2.61799652393213 2.61067651455639 2.03266052366926 2.48869643050055 5.33913630983846 4.48736046959842 1.96320804461175 3.06339368074526 3.20328786719766 1.40093982929073 3.01465115789403 2.1798818294323 1.96621875505986 1.82350702612134 3.30410553525969 3.78023121775795 2.87615872537429 2.94357805407624
"Colombia" 3.05886864337645 2.20074200979411 2.80743267086066 3.28510230567549 2.35403878901954 0 2.39005570978075 3.23947676170787 3.71154394637784 3.3813140460716 2.31740560113295 2.95517689009973 2.42154521458107 2.60539753769411 5.10585980969397 1.5625279349193 2.91192658590084 3.55170834026314 2.84544752653872 2.95008048815589 5.80321199234879 3.64017306307307 2.36327943211861 3.0449455800247 3.25995648371963 2.89066121722501 2.21077902033288 2.17000635636494 3.12647608873392 2.89221218705643 1.95309454871757 3.69960206364776 2.60997823026222 2.75601092475512
"Croatia" 1.66612596115496 1.47403798253218 0.93570141469161 1.95131899288889 1.4752049796699 2.39005570978075 0 1.41786909223744 2.07337410440171 2.10525293331709 1.35738241418149 1.75661409144329 4.0927903855758 0.54148365187815 3.57203178150165 1.88689671231602 1.82990432180225 3.4395763351093 0.70696104244356 1.11388305372524 4.46295003971394 4.39515753128074 1.30064894279963 2.31688168058107 1.85137844532229 1.11670244270888 1.95218432058785 1.83539677451709 1.26184376291066 0.727293563463676 2.7180257878178 3.0241577314867 3.8911149141314 2.00967626228277
"Czechia" 1.44621000473185 1.93610731502141 1.28536995391187 1.89824953207252 2.29748453031123 3.23947676170787 1.41786909223744 0 1.65032044910864 2.28163617126372 2.06955663075222 1.41282056495653 5.00768060778193 1.09644920230362 3.08936598445504 2.44996804712332 0.912363738965579 3.15623664083601 0.991109711639812 1.17625414293102 3.95218655313962 3.88293403621658 1.28646625615759 1.55437069636251 1.47002629393078 0.974427888559415 2.06389226543342 1.53401087361941 1.11524919431815 0.845830403676287 3.59331705973826 2.5645772671433 4.59396755166595 1.41008832087092
"Estonia" 0.828258362653922 1.89809113643092 2.49168304489561 0.670819266335738 3.47563529627777 3.71154394637784 2.07337410440171 1.65032044910864 0 0.997619205857199 1.70851585019187 1.38855795246762 5.2394723389139 1.86496961894421 2.4621544181865 2.84806383455562 1.79732071137692 4.64094843942941 1.47298509345571 1.04679285404916 3.45558337377959 4.50303449499222 2.22567094587744 2.01003224087346 0.522141558670758 2.44385993178696 1.78019553740745 2.54044430486975 2.02755748934939 1.73115900944024 3.34445308282545 2.49354046750322 5.5743486990826 1.65664337309704
"Finland" 0.982468668912774 1.54856948703833 2.82079429372451 0.465866422516149 3.5306978123526 3.3813140460716 2.10525293331709 2.28163617126372 0.997619205857199 0 1.16316773212123 1.53425788563656 4.62034342817721 2.11103718533419 2.58490519227571 2.54222192029891 2.32370764764979 4.96413622573082 1.68510464647653 1.21416826029962 3.53296040532633 4.69603626907005 2.56268108509067 2.37933467877634 1.007774160126 2.84819050757341 1.59624053771289 2.80991550843008 2.2893761783692 2.02020709242054 2.59602692177797 2.52944687260482 5.35041136741738 2.00410933145956
